InstrumentCode,ISIN,InstrumentLongName,HoldingNominal,AssetMarketValue,Weight (%) Pre,Weight (%) Post,Maturity,Companion,Spread,MTM,Yield,Mod Duration,Term,Type,Issuer Type,Issuer,Exposure,Level of Subordination,Subordination,Quality,Liquidity,Interest Rate Score,Spread over Jibar,Instrument Score,Risk,Risk Duration,Reference,Level 1,Level 2,Level 3,Level 4,Level 1 Max,Level 2 Max,Level 3 Max,Level 4 Max,GIR,Infrastructure
CLN621,ZAG000163932,Standard Bank CLN F/R 28102022,3000000,3027127.968,0.000968409,0.000968409,2024/10/28,JIBAR,140,,10.037,0.18630137,0.936986301,Credit Linked Notes,Bank,STANDARD BANK LTD,BIDVESTCO LIMITED,Credit-Linked Note,1.5,-0.031424439,-0.386470737,1.228956229,140,54.5365131,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.099995748,0.099995748,0.099995748,0.099995748,2.1(c)(i),No
CLN655,ZAG000167230,Standard Bank CLN F/R 24062030,1600000,1654288,0.000529224,0.000529224,2030/06/22,JIBAR,440,,13.037,0.084931507,6.589041096,Credit Linked Notes,Bank,STANDARD BANK LTD,RSA GOVERNMENT,Credit-Linked Note,1.5,1,7,1.092814371,440,-535.1084845,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.099995748,0.099995748,0.099995748,0.099995748,2.1(c)(i),No
CLN817,,Standard Bank CLN F/R 01022027,7500000,7556221.654,0.002417312,0.002417312,2027/01/31,JIBAR,310,,11.737,0.194520548,3.197260274,Credit Linked Notes,Bank,STANDARD BANK LTD,RSA GOVERNMENT,Credit-Linked Note,1.5,1,7,1.241496599,310,-535.0341434,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.099995748,0.099995748,0.099995748,0.099995748,2.1(c)(i),No
DV24,,Development Bank of SA 9.69% 18022024,1900000,1949048.31,0.00062352,0.00062352,2024/02/18,R186,65,9.365,9.365,0.23052969,0.243835616,SOE,SOE,DEVELOPMENT BANK OF SOUTHERN AFRICA,DEVELOPMENT BANK OF SOUTHERN AFRICA,Corp Senior Unsecured,1,0.276103649,1.971274513,1.299595302,72.8,-127.7696635,1,0.23052969,R186,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.01231494,0.01231494,0.01231494,0.01231494,,Yes
DVFB31,,Development Bank of Southern Africa F/R 21082025,15000000,15284114.18,0.004889544,0.004889544,2025/08/21,JIBAR,157,,10.207,0.252054795,1.750684932,SOE,SOE,DEVELOPMENT BANK OF SOUTHERN AFRICA,DEVELOPMENT BANK OF SOUTHERN AFRICA,Corp Senior Unsecured,1,0.276103649,1.971274513,1.336996337,157,-127.750963,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.01231494,0.01231494,0.01231494,0.01231494,,Yes
DVFC28,,Development Bank of Southern Africa F/R 15122028,20000000,21261828.77,0.006801876,0.006801876,2028/12/15,JIBAR,185,,10.487,0.065753425,5.071232877,SOE,SOE,DEVELOPMENT BANK OF SOUTHERN AFRICA,DEVELOPMENT BANK OF SOUTHERN AFRICA,Corp Senior Unsecured,1,0.276103649,1.971274513,1.070381232,185,-127.8842706,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.01231494,0.01231494,0.01231494,0.01231494,,Yes
DSY03,,Discovery Limited 10.46% 21112024,4900000,4915178.334,0.001572416,0.001572416,2024/11/21,R186,150,10.215,10.215,0.91995,1.002739726,Insurer Sub Debt,Insurer,DISCOVERY LTD,DISCOVERY LTD,Bank Subordinated Debt - Tier 2,2,-0.46344371,-0.226921889,12.49219238,157.8,279.5822786,1,0.91995,R186,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.001572416,0.001572416,0.001572416,0.001572416,,No
EL28,,Eskom ILB 2.55% 02/05/2028 ,29300000,47545936.26,0.015210429,0.015210429,2028/05/02,R210,80,5.18,11.08,4.097821271,4.449315068,ILBs,SOE,ESKOM,ESKOM,Government-Guaranteed,0.3,0.175877894,4.834492325,-0.322807519,244.3,-114.1001656,1,4.097821271,R210,2.Gov,2.1,2.1 (a),,0.015210429,0.015210429,0.015210429,0,,Yes
EQT010,,Equities Property Fund Limited F/R 12112024,16500000,16609029.05,0.005313398,0.005313398,2024/11/12,JIBAR,105,,9.687,0.22739726,0.978082192,Corporate Senior Debt,Corporate,EQUITES PROPERTY FUND LIMITED,EQUITES PROPERTY FUND LIMITED,Corp Senior Unsecured,1,-0.005578429,0,1.294326241,105,32.78148605,0,0,JIBAR,2.Gov,2.1,2.1 (a),,0.005313398,0.005313398,0.005313398,0,,No
FRB25,,FirstRand F/R 19092024,23800000,24855840.53,0.007951637,0.007951637,2024/09/19,JIBAR,166,,10.297,0.076712329,0.830136986,Bank Subordinated Debt - AT1,Bank,FIRSTRAND BANK LTD,FIRSTRAND BANK LTD,Bank Subordinated Debt - AT1,4,-0.107833692,2.460589047,1.083086053,166,89.19760692,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.123467772,0.123467772,0.123467772,0.123467772,,No
FRB26,,FirstRand F/R 03062024,20000000,20574183.28,0.006581891,0.006581891,2024/06/03,JIBAR,122,,9.857,0.032876712,0.534246575,Bank Subordinated Debt - Tier 2,Bank,FIRSTRAND BANK LTD,FIRSTRAND BANK LTD,Bank Subordinated Debt - Tier 2,2,-0.107833692,2.460589047,1.033994334,122,69.17306106,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.123467772,0.123467772,0.123467772,0.123467772,,No
FRB27,,FirstRand 10.19% 030626,500000,536639.45,0.000171676,0.000171676,2026/06/03,R186,35,9.065,9.065,2.094288926,2.534246575,Bank Subordinated Debt - Tier 2,Bank,FIRSTRAND BANK LTD,FIRSTRAND BANK LTD,Bank Subordinated Debt - Tier 2,2,-0.107833692,2.460589047,-0.913835438,42.8,68.19914618,1,2.094288926,R186,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.123467772,0.123467772,0.123467772,0.123467772,,No
FRB28,,FirstRand F/R 31122099,30000000,30870496.18,0.009875786,0.009875786,2025/12/02,JIBAR,260,,11.237,0.030136986,2.032876712,Bank Subordinated Debt - AT1,Bank,FIRSTRAND BANK LTD,FIRSTRAND BANK LTD,Bank Subordinated Debt - AT1,4,-0.107833692,2.460589047,1.031073446,260,89.17160062,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.123467772,0.123467772,0.123467772,0.123467772,,No
FRB29,,FirstRand 7.429% 19042031,10000000,10266870.19,0.003284476,0.003284476,2026/04/19,JIBAR,158,,10.217,0.161643836,2.410958904,Bank Subordinated Debt - Tier 2,Bank,FIRSTRAND BANK LTD,FIRSTRAND BANK LTD,Bank Subordinated Debt - Tier 2,2,-0.107833692,2.460589047,1.192810458,158,69.25246913,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.123467772,0.123467772,0.123467772,0.123467772,,No
FRBI23,ZAG000076498,FirstRand ILB 5.5% 07/12/2023 ,8100000,27828913.23,0.008902753,0.008902753,2023/12/07,R197,69.5,4.695,10.595,0.03555698,0.043835616,Bank Senior Debt - ILBs,Bank,FIRSTRAND BANK LTD,FIRSTRAND BANK LTD,Bank Senior Unsecured,0.6,-0.107833692,2.460589047,1.036867891,195.8,55.17449784,1,0.03555698,R197,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.123467772,0.123467772,0.123467772,0.123467772,2.1(c)(i),No
FRBI25,,FirstRand ILB 2.00% 31/01/2025,500000,864083.4,0.000276429,0.000276429,2025/01/31,I2025,53.5,4.94,10.84,1.141431696,1.197260274,Bank Senior Debt - ILBs,Bank,FIRSTRAND BANK LTD,FIRSTRAND BANK LTD,Bank Senior Unsecured,0.6,-0.107833692,2.460589047,-7.07055088,220.3,51.12078846,1,1.141431696,I2025,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.123467772,0.123467772,0.123467772,0.123467772,2.1(c)(i),No
FRBI28,ZAG000079237,FirstRand ILB 2.6% 31/03/2028 ,850000,1883910.505,0.000602682,0.000602682,2028/03/31,R210,70,5.08,10.98,4.008825103,4.361643836,Bank Senior Debt - ILBs,Bank,FIRSTRAND BANK LTD,FIRSTRAND BANK LTD,Bank Senior Unsecured,0.6,-0.107833692,2.460589047,-0.332355642,234.3,54.48988608,1,4.008825103,R210,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.123467772,0.123467772,0.123467772,0.123467772,2.1(c)(i),No
FRJ24,ZAG000156977,FirstRand F/R 14022024,12900000,12965570.61,0.004147818,0.004147818,2024/02/14,JIBAR,24,,8.877,0.232876712,0.232876712,Bank Senior Debt - Floating,Bank,FIRSTRAND BANK LTD,FIRSTRAND BANK LTD,Bank Senior Unsecured,0.6,-0.107833692,2.460589047,1.303571429,24,55.30784961,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.123467772,0.123467772,0.123467772,0.123467772,2.1(c)(i),No
FRJ26,FRJ26,FirstRand F/R 16022026,4500000,4563443.288,0.001459892,0.001459892,2026/02/14,JIBAR,88,,9.517,0.232876712,2.235616438,Bank Senior Debt - Floating,Bank,FIRSTRAND BANK LTD,FIRSTRAND BANK LTD,Bank Senior Unsecured,0.6,-0.107833692,2.460589047,1.303571429,88,55.30784961,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.123467772,0.123467772,0.123467772,0.123467772,,No
FRJ28,,FirstRand F/R 22062028,5000000,5138274.439,0.001643786,0.001643786,2028/06/22,JIBAR,116,,9.797,0.084931507,4.589041096,Bank Senior Debt - Floating,Bank,FIRSTRAND BANK LTD,FIRSTRAND BANK LTD,Bank Senior Unsecured,0.6,-0.107833692,2.460589047,1.092814371,116,55.20247108,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.123467772,0.123467772,0.123467772,0.123467772,,No
FRX30,,FirstRand 9.75% 31012030,18000000,18544221,0.005932485,0.005932485,2030/01/31,R2030,-13,9.755,9.755,4.431465372,6.2,Bank Senior Debt - Fixed,Bank,FIRSTRAND BANK LTD,FIRSTRAND BANK LTD,Bank Senior Unsecured,0.6,-0.107833692,2.460589047,-0.291420688,111.8,54.51035355,1,4.431465372,R2030,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.123467772,0.123467772,0.123467772,0.123467772,,No
FRS329,,First Rand F/R 01062028,50000000,58199845.92,0.018618724,0.018618724,2028/06/01,JIBAR,,,11.257,0.02739726,4.531506849,Bank Senior Debt - Floating,Bank,FIRSTRAND BANK LTD,FIRSTRAND BANK LTD,Bank Senior Unsecured,0.6,-0.107833692,2.460589047,1.028169014,262,55.1701484,0,0,INV JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.123467772,0.123467772,0.123467772,0.123467772,,No
FRC459,,FirstRand Bank F/R 07122033,65000000,65514671.44,0.020958811,0.020958811,2025/07/31,JIBAR,375,,12.387,0.15,1.693150685,Credit Linked Notes,Bank,FIRSTRAND BANK LTD,RSA GOVERNMENT,Credit-Linked Note,1.5,1,7,1.176470588,375,-535.0666564,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.123467772,0.123467772,0.123467772,0.123467772,,No
FR101UCI,ZAG000194382,FirstRand Bank 12.13% 04032024,30000000,32272043.84,0.010324156,0.010324156,2024/03/04,0,0,12.13,12.13,2.973994474,0.284931507,Bank Senior Debt - Fixed,Bank,FIRSTRAND BANK LTD,FIRSTRAND BANK LTD,Bank Senior Unsecured,0.6,-0.107833692,2.460589047,-0.506587031,349.3,54.40277038,0,0,FIXED,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.123467772,0.123467772,0.123467772,0.123467772,,No
FR102UCI,ZAG000194390,FirstRand Bank 0% 04032024,70000000,71066100,0.022734769,0.022734769,2024/03/04,0,0,10.755,10.755,5.967817928,0.284931507,Bank Senior Debt - Fixed,Bank,FIRSTRAND BANK LTD,FIRSTRAND BANK LTD,Bank Senior Unsecured,0.6,-0.107833692,2.460589047,-0.201295622,211.8,54.55541609,0,0,R2032,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.123467772,0.123467772,0.123467772,0.123467772,,No
26NC0026,,First National Bank NCD 8.32% 30082024,20000000,20384693.95,0.006521271,0.006521271,2024/08/30,0,0,8.32,8.32,0.722574368,0.775342466,Money Market,Bank,FIRSTRAND BANK LTD,FIRSTRAND BANK LTD,Money Market,0.5,-0.107833692,2.460589047,3.604569602,-31.7,55.4583487,0,0,FIXED,1,1.1,,,0.041754544,0.041754544,0,0,,No
26NC0029,,FirstRand NCD 8.94% 27092024,20000000,20270953.29,0.006484884,0.006484884,2024/09/27,0,0,8.94,8.94,0.792496762,0.852054795,Money Market,Bank,FIRSTRAND BANK LTD,FIRSTRAND BANK LTD,Money Market,0.5,-0.107833692,2.460589047,4.819201899,30.3,56.06566485,0,0,FIXED,1,1.1,,,0.041754544,0.041754544,0,0,,No
GRT25G,,Growthpoint Properties Ltd F/R 10032028,14000000,14375710.79,0.004598936,0.004598936,2025/03/09,JIBAR,115,,9.787,0.049315068,1.298630137,Corporate Senior Debt,Corporate,GROWTHPOINT PROPERTIES LIMITED,GROWTHPOINT PROPERTIES LIMITED,Corp Senior Unsecured,1,0.382812619,-0.119348494,1.051873199,115,-160.3417794,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.006273471,0.006273471,0.006273471,0.006273471,,No
GRT41,ZAG000164252,Growthpoint Properties Ltd F/R 20112024,3500000,3513217.36,0.001123914,0.001123914,2024/11/20,JIBAR,110,,9.737,0.249315068,1,Corporate Senior Debt,Corporate,GROWTHPOINT PROPERTIES LIMITED,GROWTHPOINT PROPERTIES LIMITED,Corp Senior Unsecured,1,0.382812619,-0.119348494,1.332116788,110,-160.2016576,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.006273471,0.006273471,0.006273471,0.006273471,2.1(d)(i),No
GRL35,,GRL ILB 4.15% 120629,1400000,1721173.58,0.000550621,0.000550621,2029/06/12,I2029,47,4.86,10.76,4.790930481,5.561643836,ILBs,Corporate,GROWTHPOINT PROPERTIES LIMITED,GROWTHPOINT PROPERTIES LIMITED,Corp Senior Unsecured,1,0.382812619,-0.119348494,-0.26378748,212.3,-160.9996097,1,4.790930481,I2029,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.006273471,0.006273471,0.006273471,0.006273471,,No
IDCG06,ZAG000121732,Industrial Development Corporation of SA Ltd 9.55% 25112024,5000000,4995107,0.001597986,0.001597986,2024/11/24,R186,94,9.655,9.655,0.932200213,1.010958904,SOE,SOE,INDUSTRIAL DEVELOPMENT CORPORATION SA LTD,INDUSTRIAL DEVELOPMENT CORPORATION SA LTD,Corp Senior Unsecured,1,-0.04422694,-0.192379473,14.74930888,101.8,60.75702736,1,0.932200213,R186,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.006289463,0.006289463,0.006289463,0.006289463,2.1(d)(i),Yes
IDCG11,IDCG11,Industrial Development Corporation of SA Ltd 10.80% 07122026,2700000,2877120.27,0.00092042,0.00092042,2026/12/05,R186,150,10.215,10.215,2.417037531,3.04109589,SOE,SOE,INDUSTRIAL DEVELOPMENT CORPORATION SA LTD,INDUSTRIAL DEVELOPMENT CORPORATION SA LTD,Corp Senior Unsecured,1,-0.04422694,-0.192379473,-0.705697611,157.8,53.02952412,1,2.417037531,R186,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.006289463,0.006289463,0.006289463,0.006289463,2.1(d)(i),Yes
IDCG16,,Industrial Development Corporation of SA Ltd F/R 12112025,4700000,4652538.954,0.001488395,0.001488395,2025/11/12,JIBAR,265,,11.287,0.22739726,1.978082192,SOE,SOE,INDUSTRIAL DEVELOPMENT CORPORATION SA LTD,INDUSTRIAL DEVELOPMENT CORPORATION SA LTD,Corp Senior Unsecured,1,-0.04422694,-0.192379473,1.294326241,265,54.02953604,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.006289463,0.006289463,0.006289463,0.006289463,2.1(d)(i),Yes
IDCG19,ZAG000157611,Industrial Development Corporation of SA Ltd F/R 12032024,7000000,7135323.989,0.002282663,0.002282663,2024/03/12,JIBAR,187,,10.507,0.057534247,0.306849315,SOE,SOE,INDUSTRIAL DEVELOPMENT CORPORATION SA LTD,INDUSTRIAL DEVELOPMENT CORPORATION SA LTD,Corp Senior Unsecured,1,-0.04422694,-0.192379473,1.061046512,187,53.91289618,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.006289463,0.006289463,0.006289463,0.006289463,2.1(d)(i),Yes
26FR0029,,Investec F/R 01032027,10000000,10224825.21,0.003271026,0.003271026,2027/03/01,JIBAR,117.5,0,9.812,0.125,3.276712329,Money Market,Bank,INVESTEC BANK LTD,INVESTEC BANK LTD,Money Market,0.5,-0.333447483,0.398902376,1.142857143,117.5,187.6512547,0,0,JIBAR,1,1.1,,,0.076733758,0.076733758,0,0,,No
26NC0047,,Investec Bank NCD 9.85% 10062024,30000000,31282539.7,0.010007603,0.010007603,2024/06/10,0,0,9.85,9.85,0.50246918,0.553424658,Money Market,Bank,INVESTEC BANK LTD,INVESTEC BANK LTD,Money Market,0.5,-0.333447483,0.398902376,2.009925736,121.3,188.084789,0,0,FIXED,1,1.1,,,0.076733758,0.076733758,0,0,,No
26NC0049,,Investec NCD 9.55% 01072024,30000000,31083255,0.00994385,0.00994385,2024/07/01,0,0,9.55,9.55,0.558751853,0.610958904,Money Market,Bank,INVESTEC BANK LTD,INVESTEC BANK LTD,Money Market,0.5,-0.333447483,0.398902376,2.266298468,91.3,188.2129754,1,0.558751853,FIXED,1,1.1,,,0.076733758,0.076733758,0,0,,No
26NC0051,,Investec Bank NCD 9.85% 10062024,30000000,30839342.47,0.00986582,0.00986582,2024/08/05,0,0,9.2,9.2,0.652123386,0.706849315,Money Market,Bank,INVESTEC BANK LTD,INVESTEC BANK LTD,Money Market,0.5,-0.333447483,0.398902376,2.87458242,56.3,188.5171173,2,0,FIXED,1,1.1,,,0.076733758,0.076733758,0,0,,No
IBL60,IBL60,Investec IBL 10.255% 17022024,2000000,2057486.8,0.000658211,0.000658211,2024/02/17,R186,69,9.405,9.405,0.227885551,0.24109589,Bank Senior Debt - Fixed,Bank,INVESTEC BANK LTD,INVESTEC BANK LTD,Bank Senior Unsecured,0.6,-0.333447483,0.398902376,1.295144782,76.8,188.7273985,1,0.227885551,R186,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.072138372,0.072138372,0.072138372,0.072138372,,No
IBL109,,Investec 5.5% 07122023,3000000,10305630.3,0.003296876,0.003296876,2023/12/07,R197,107,5.07,10.97,0.03555224,0.043835616,Bank Senior Debt - ILBs,Bank,INVESTEC BANK LTD,INVESTEC BANK LTD,Bank Senior Unsecured,0.6,-0.333447483,0.398902376,1.036862795,233.3,188.5982575,1,0.03555224,R197,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.072138372,0.072138372,0.072138372,0.072138372,,No
IBL168,,Investec F/R 18052026,3100000,3120363.012,0.000998236,0.000998236,2026/05/18,JIBAR,110,,9.737,0.243835616,2.490410959,Bank Senior Debt - Floating,Bank,INVESTEC BANK LTD,INVESTEC BANK LTD,Bank Senior Unsecured,0.6,-0.333447483,0.398902376,1.322463768,110,188.741058,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.072138372,0.072138372,0.072138372,0.072138372,,No
IBL178,,Investec F/R 20072026,2100000,2121525.431,0.000678698,0.000678698,2026/07/19,JIBAR,132,,9.957,0.161643836,2.660273973,Bank Senior Debt - Floating,Bank,INVESTEC BANK LTD,INVESTEC BANK LTD,Bank Senior Unsecured,0.6,-0.333447483,0.398902376,1.192810458,132,188.6762314,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.072138372,0.072138372,0.072138372,0.072138372,,No
IBL208,,Investec IBL 1.85% 31012025,50000000,50061552.33,0.016015201,0.016015201,2025/01/31,JIBAR,185,,8,0.194520548,1.197260274,Capped-Rate Notes,Bank,INVESTEC BANK LTD,INVESTEC BANK LTD,Bank Senior Unsecured,0.6,-0.333447483,0.398902376,1.241496599,-63.7,188.7005744,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.072138372,0.072138372,0.072138372,0.072138372,,No
IBL224,,Investec IBL 8.4% 17052025,50000000,50080550,0.016021278,0.016021278,2025/05/17,,,,8.4,1.371778095,1.487671233,Bank Senior Debt - Fixed,Bank,INVESTEC BANK LTD,INVESTEC BANK LTD,Bank Senior Unsecured,0.6,-0.333447483,0.398902376,-2.689776549,-23.7,186.7349378,0,0,FIXED,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.072138372,0.072138372,0.072138372,0.072138372,,No
IBL235,,Investec F/R 04072024,40000000,40075173.53,0.012820456,0.012820456,2024/07/04,JIBAR,,,7.013,0.120547945,0.619178082,Bank Senior Debt - Floating,Bank,INVESTEC BANK LTD,INVESTEC BANK LTD,Bank Senior Unsecured,0.6,-0.333447483,0.398902376,1.137071651,-162.4,188.6483619,0,0,INV JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.072138372,0.072138372,0.072138372,0.072138372,,No
IBG01,,Investec F/R 07022025,4000000,4014522.258,0.001284287,0.001284287,2025/02/07,JIBAR,124,,9.877,0.21369863,1.216438356,Bank Senior Debt - Floating,Bank,INVESTEC BANK LTD,INVESTEC BANK LTD,Bank Senior Unsecured,0.6,-0.333447483,0.398902376,1.271777003,124,188.7157146,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.072138372,0.072138372,0.072138372,0.072138372,,No
INLV01,,INLV01 Jb3Mth+4.25% 120824,5880000,5975560.023,0.001911643,0.001911643,2024/08/12,JIBAR,242,,11.057,0.22739726,0.726027397,Bank Subordinated Debt - AT1,Bank,INVESTEC BANK LTD,INVESTEC BANK LTD,Bank Subordinated Debt - AT1,4,-0.333447483,0.398902376,1.294326241,242,222.7269892,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.072138372,0.072138372,0.072138372,0.072138372,,No
INLV07,,Investec F/R 09032026,8000000,8348454.366,0.002670756,0.002670756,2026/03/09,JIBAR,155,,10.187,0.049315068,2.298630137,Bank Subordinated Debt - Tier 2,Bank,INVESTEC BANK LTD,INVESTEC BANK LTD,Bank Subordinated Debt - Tier 2,2,-0.333447483,0.398902376,1.051873199,155,202.6057627,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.072138372,0.072138372,0.072138372,0.072138372,,No
IV246U,,Investec CLN F/R 25072036,48605947.95,49334881.57,0.015782731,0.015782731,2036/07/25,JIBAR,177,0,10.407,0.125,12.68493151,Credit Linked Notes,Bank,INVESTEC BANK LTD,INVESTEC BANK LTD,Credit-Linked Note,1.5,-0.333447483,0.398902376,1.142857143,177,197.6512547,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.072138372,0.072138372,0.072138372,0.072138372,,Yes
IPF31,,Investec Property Fund Ltd F/R 25032026,2400000,2452800.154,0.000784676,0.000784676,2026/03/25,JIBAR,156,,10.197,0.093150685,2.342465753,Corporate Senior Debt,Corporate,INVESTEC PROPERTY FUND,INVESTEC PROPERTY FUND,Corp Senior Unsecured,1,-0.005578429,-0.446441775,1.102719033,156,37.1501002,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.000947811,0.000947811,0.000947811,0.000947811,,No
IPFG01,IPFG01,Investec Property Fund Ltd F/R 24062024,500000,509941.993,0.000163136,0.000163136,2024/06/22,JIBAR,137,,10.007,0.084931507,0.58630137,Corporate Senior Debt,Corporate,INVESTEC PROPERTY FUND,INVESTEC PROPERTY FUND,Corp Senior Unsecured,1,-0.005578429,-0.446441775,1.092814371,137,37.14514787,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.000947811,0.000947811,0.000947811,0.000947811,,No
KAP015,,Kap Industrial Holdings Ltd F/R 01112024,500000,504864.1217,0.000161511,0.000161511,2024/11/01,JIBAR,121,,9.847,0.197260274,0.947945205,Corporate Senior Debt,Corporate,KAP INDUSTRIAL HOLDINGS,KAP INDUSTRIAL HOLDINGS,Corp Senior Unsecured,1,-0.172025096,-0.207190649,1.245733788,121,118.05243,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.005035558,0.005035558,0.005035558,0.005035558,,No
KAP018,,KAP Industrial Holdings Ltd F/R 15042024,15000000,15235671.49,0.004874047,0.004874047,2024/04/14,JIBAR,77,,9.407,0.147945205,0.397260274,Corporate Senior Debt,Corporate,KAP INDUSTRIAL HOLDINGS,KAP INDUSTRIAL HOLDINGS,Corp Senior Unsecured,1,-0.172025096,-0.207190649,1.173633441,77,118.0163798,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.005035558,0.005035558,0.005035558,0.005035558,,No
26SR0010,,Landbank 13.067% 11052023,1758820.67,1772043.48,0.000566895,0.000566895,2024/06/01,0,0,13.067,13.067,0.125,0.528767123,Step-Up Notes,SOE,LANDBANK,LANDBANK,Money Market,0.5,0.020427899,0.307184788,1.142857143,443,11.63073946,0,0,FIXED,2.Oth,2.1,2.1 (d),2.1 (d) (ii),0.001678617,0.001678617,0.001678617,0.001678617,,Yes
ZAG000147364,LBK24CI,Landbank 10.29% 10102024,42870.18,43875.07,1.40361E-05,1.40361E-05,2024/10/10,R186,300,8.905,8.905,0.82680452,0.887671233,SOE,SOE,LANDBANK,LANDBANK,Corp Senior Unsecured,1,0.020427899,0.307184788,5.773822731,26.8,18.94622225,1,0.82680452,R186,2.Oth,2.1,2.1 (d),2.1 (d) (ii),0.001678617,0.001678617,0.001678617,0.001678617,2.1(d)(i),Yes
LBK27CI,ZAG000150335,Land & Agricultural Dev Bank of SA F/R CI 23032023,342962.41,330639.22,0.000105775,0.000105775,2024/03/23,0,0,9.408,9.408,0.1,0.336986301,SOE,SOE,LANDBANK,LANDBANK,Corp Senior Unsecured,1,0.020427899,0.307184788,1.111111111,77.1,16.61486644,0,0,FIXED,2.Oth,2.1,2.1 (d),2.1 (d) (ii),0.001678617,0.001678617,0.001678617,0.001678617,2.1(d)(i),Yes
ZAG000151275,LBK28CI,Land & Agricultural Dev Bank of SA 10.565% 15052028,471572.94,451423.11,0.000144415,0.000144415,2028/05/15,R2030,307,11.88,11.88,3.394227887,4.484931507,SOE,SOE,LANDBANK,LANDBANK,Corp Senior Unsecured,1,0.020427899,0.307184788,-0.417671185,324.3,15.85047529,1,3.394227887,R2030,2.Oth,2.1,2.1 (d),2.1 (d) (ii),0.001678617,0.001678617,0.001678617,0.001678617,2.1(d)(i),Yes
ZAG000151853,LBK29CI,Land & Agricultural Dev Bank of SA 9.715% 07062026,2572218.55,2573020.82,0.000823136,0.000823136,2026/06/07,R186,400,9.955,9.955,2.103832869,2.545205479,SOE,SOE,LANDBANK,LANDBANK,Corp Senior Unsecured,1,0.020427899,0.307184788,-0.905934248,131.8,15.60634376,1,2.103832869,R186,2.Oth,2.1,2.1 (d),2.1 (d) (ii),0.001678617,0.001678617,0.001678617,0.001678617,2.1(d)(i),Yes
LBK38CI,ZAG000166240,Land & Agricultural Dev Bank of SA F/R 16022023,85740.35,76149.6,2.4361E-05,2.4361E-05,2023/11/21,0,0,8.025,8.025,0.1,0,SOE,SOE,LANDBANK,LANDBANK,Corp Senior Unsecured,1,0.020427899,0.307184788,1.111111111,-61.2,16.61486644,0,0,FIXED,2.Oth,2.1,2.1 (d),2.1 (d) (ii),0.001678617,0.001678617,0.001678617,0.001678617,2.1(d)(i),Yes
