Date,Bond Code,ISIN Code,Ticker,ISSUER,ISSUER_INDUSTRY,PAYMENT_RANK,DAYS_TO_NEXT_COUPON,NXT_CPN_DT,Maturity,Coupon,Companion Bond,BP Spread,MTM,All in price,Clean Price,Accrued Interest,Year High Yield,Year Low Yield,Return (YTD),Duration,Modified Duration,Delta,Rand per Basis Point,Convexity,Yield Volatility,Yield / Price Indicator,Last Trade Date,Last MTM Change Date,Index Ratio,Base CPI,Reference CPI,MTM Process Methodology,MTM Change
2031/02/28,ASN856,ZAG000186321,ZAG000186321 Corp,ABSA BANK LTD,BANK,Sr Unsecured,86,2023/11/30,31-Aug-26,11.492,JIBAR,300,,100.0297997,99.99869089,0.03110885,100,100,0,,0,,,,,Price,20-Jul-22,27-Aug-23,,,,Price Traded Methodology,
2027/01/19,ASN857,ZAG000186446,ZAG000186446 Corp,ABSA BANK LTD,BANK,Sr Unsecured,44,2023/10/19,19-Jan-27,11.17,JIBAR,267,,101.3620422,100.0155217,1.346520548,100,100,0,,0,,,,,Price,30-Mar-23,27-Aug-23,,,,Price Traded Methodology,
2025/10/29,ASN861,ZAG000186594,ZAG000186594 Corp,ABSA BANK LTD,BANK,Sr Unsecured,55,2023/10/30,29-Oct-25,10.55,JIBAR,210,,100.9384488,100.0135173,0.924931507,100,100,0,,0,,,,,Price,02-Jun-22,27-Aug-23,,,,Price Traded Methodology,
2042/04/25,ASN862,ZAG000186610,ZAG000186610 Corp,ABSA BANK LTD,BANK,Sr Unsecured,50,2023/10/25,25-Apr-42,11.212,JIBAR,,,102.3630269,101.1957502,1.167276712,0,0,0,,0,,,,,Price,03-Jun-22,21-Sep-22,,,,Price Traded Methodology,
2030/01/31,ASN863,ZAG000186685,ZAG000186685 Corp,ABSA BANK LTD,BANK,Sr Unsecured,56,2023/10/31,31-Jul-26,8.62,JIBAR,,,103.7047993,102.9490733,0.755726027,0,0,0,,0,,,,,Price,07-Jun-22,21-Sep-22,,,,Price Traded Methodology,
2027/06/09,ASN864,ZAG000186735,ZAG000186735 Corp,ABSA BANK LTD,BANK,Sr Unsecured,6,2023/09/11,09-Jun-27,10.483,JIBAR,200,,99.72521479,100.0124203,-0.287205479,100,100,0,,0,,,,,Price,09-Jun-22,27-Aug-23,,,,Price Traded Methodology,
2027/06/09,ASN865,ZAG000186743,ZAG000186743 Corp,ABSA BANK LTD,BANK,Sr Unsecured,6,2023/09/11,09-Jun-27,10.483,JIBAR,200,,99.72521479,100.0124203,-0.287205479,100,100,0,,0,,,,,Price,09-Jun-22,27-Aug-23,,,,Price Traded Methodology,
2027/06/14,ASN867,ZAG000186859,ZAG000186859 Corp,ABSA BANK LTD,BANK,Sr Unsecured,9,2023/09/14,14-Jun-27,10.445,JIBAR,197,,102.2663519,100.0056533,2.26069863,100,100,0,,0,,,,,Price,29-May-23,27-Aug-23,,,,Price Traded Methodology,
2027/06/14,ASN868,ZAG000186867,ZAG000186867 Corp,ABSA BANK LTD,BANK,Sr Unsecured,9,2023/09/14,14-Jun-27,10.445,JIBAR,197,,102.2663519,100.0056533,2.26069863,100,100,0,,0,,,,,Price,15-Mar-23,27-Aug-23,,,,Price Traded Methodology,
2032/03/31,ASN869,ZAG000187105,ZAG000187105 Corp,ABSA BANK LTD,BANK,Sr Unsecured,27,2023/10/02,30-Sep-27,11.5,JIBAR,300,,101.9937736,100.0088421,1.984931507,100,100,0,,0,,,,,Price,13-Jun-22,12-Jul-23,,,,Price Traded Methodology,
2027/06/21,ASN872,ZAG000187303,ZAG000187303 Corp,ABSA BANK LTD,BANK,Sr Unsecured,16,2023/09/21,21-Jun-27,10.292,JIBAR,180,,102.0343346,100.0074852,2.026849315,100,100,0,,0,,,,,Price,20-Jun-22,27-Aug-23,,,,Price Traded Methodology,
2027/06/20,ASN878,ZAG000187741,ZAG000187741 Corp,ABSA BANK LTD,BANK,Sr Unsecured,15,2023/09/20,20-Jun-27,11.892,JIBAR,340,,102.3802787,100.0052787,2.375,100,100,0,,0,,,,,Price,29-Jun-22,27-Aug-23,,,,Price Traded Methodology,
2027/06/20,ASN880,ZAG000187782,ZAG000187782 Corp,ABSA BANK LTD,BANK,Sr Unsecured,15,2023/09/20,20-Jun-27,11.792,JIBAR,330,,102.3604107,100.0054107,2.355,100,100,0,,0,,,,,Price,30-Jun-22,27-Aug-23,,,,Price Traded Methodology,
2028/03/09,ASN885,ZAG000188061,ZAG000188061 Corp,ABSA BANK LTD,BANK,Sr Unsecured,6,2023/09/11,09-Mar-28,10.858,JIBAR,237.5,,99.71524577,100.0127252,-0.297479452,100,100,0,,0,,,,,Price,17-Jul-23,27-Aug-23,,,,Price Traded Methodology,
2029/04/18,ASN886,ZAG000188079,ZAG000188079 Corp,ABSA BANK LTD,BANK,Sr Unsecured,43,2023/10/18,18-Apr-29,10.783,JIBAR,227.5,,101.3463465,100.0169356,1.329410959,100,100,0,,0,,,,,Price,26-Jan-23,27-Aug-23,,,,Price Traded Methodology,
2028/06/29,ASN887,ZAG000188129,ZAG000188129 Corp,ABSA BANK LTD,BANK,Sr Unsecured,24,2023/09/29,29-Jun-28,11.217,JIBAR,272.5,,101.9747195,100.0079031,1.966816438,100,100,0,,0,,,,,Price,31-May-23,27-Aug-23,,,,Price Traded Methodology,
2028/09/15,ASN888,ZAG000188137,ZAG000188137 Corp,ABSA BANK LTD,BANK,Sr Unsecured,10,2023/09/15,15-Sep-28,11.04,JIBAR,256.5,,102.3644555,100.0052226,2.359232877,100,100,0,,0,,,,,Price,12-Jul-22,27-Aug-23,,,,Price Traded Methodology,
2037/01/31,ASN889,ZAG000188640,ZAG000188640 Corp,ABSA BANK LTD,BANK,Sr Unsecured,148,2024/01/31,31-Jan-24,11.61,R186,255,11.375,101.01971,100.00185,1.01786,12.525,10.51,0.01,0.420217636,0.397603913,-0.401658321,40.16583208,0.316177744,,Rate,26-May-23,27-Aug-23,,,,Illiquid Methodology,
2027/06/20,ASN902,ZAG000188939,ZAG000188939 Corp,ABSA BANK LTD,BANK,Sr Unsecured,15,2023/09/20,20-Jun-27,11.692,JIBAR,320,,96.526908,96.526908,0,100,100,0,,0,,,,,Price,04-May-23,16-Aug-22,,,,Issuer Valuated,
2030/01/31,ASN903,ZAG000188947,ZAG000188947 Corp,ABSA BANK LTD,BANK,Sr Unsecured,56,2023/10/31,31-Jan-30,10.1,JIBAR,165,,100.8992325,100.0137531,0.885479452,100,100,0,,0,,,,,Price,09-Mar-23,27-Aug-23,,,,Price Traded Methodology,
2026/06/20,ASN904,ZAG000189135,ZAG000189135 Corp,ABSA BANK LTD,BANK,Sr Unsecured,15,2023/09/20,20-Jun-26,10.492,JIBAR,200,,102.101942,100.006942,2.095,100,100,0,,0,,,,,Price,18-Aug-22,27-Aug-23,,,,Price Traded Methodology,
2035/02/28,ASN913,ZAG000189739,ZAG000189739 Corp,ABSA BANK LTD,BANK,Sr Unsecured,86,2023/11/30,31-Aug-27,11.48,JIBAR,320,,100.0122043,99.98075227,0.031452055,100,100,0,,0,,,,,Price,14-Dec-22,12-Jul-23,,,,Price Traded Methodology,
2035/02/28,ASN915,ZAG000189879,ZAG000189879 Corp,ABSA BANK LTD,BANK,Sr Unsecured,86,2023/11/30,31-Aug-27,11.75,JIBAR,340,,100.0296872,99.99749539,0.032191781,100,100,0,,0,,,,,Price,12-Sep-22,12-Jul-23,,,,Price Traded Methodology,
2035/02/28,ASN916,ZAG000189903,ZAG000189903 Corp,ABSA BANK LTD,BANK,Sr Unsecured,86,2023/11/30,31-Aug-27,11.55,JIBAR,320,,100.0291729,99.99752907,0.031643836,100,100,0,,0,,,,,Price,15-Sep-22,12-Jul-23,,,,Price Traded Methodology,
2035/02/28,ASN917,ZAG000189911,ZAG000189911 Corp,ABSA BANK LTD,BANK,Sr Unsecured,86,2023/11/30,31-Aug-27,11.35,JIBAR,300,,100.0286581,99.9975622,0.03109589,100,100,0,,0,,,,,Price,15-Sep-22,12-Jul-23,,,,Price Traded Methodology,
2035/02/28,ASN918,ZAG000190026,ZAG000190026 Corp,ABSA BANK LTD,BANK,Sr Unsecured,86,2023/11/30,31-Aug-27,11.25,JIBAR,310,,99.9804223,99.94960038,0.030821918,100,100,0,,0,,,,,Price,19-Sep-22,12-Jul-23,,,,Price Traded Methodology,
2035/02/28,ASN919,ZAG000190034,ZAG000190034 Corp,ABSA BANK LTD,BANK,Sr Unsecured,86,2023/11/30,31-Aug-27,11.4,JIBAR,325,,99.98082568,99.94959281,0.031232877,100,100,0,,0,,,,,Price,19-Sep-22,12-Jul-23,,,,Price Traded Methodology,
2035/02/28,ASN920,ZAG000190125,ZAG000190125 Corp,ABSA BANK LTD,BANK,Sr Unsecured,86,2023/11/30,31-Aug-27,11.25,JIBAR,310,,99.9804223,99.94960038,0.030821918,100,100,0,,0,,,,,Price,22-Sep-22,12-Jul-23,,,,Price Traded Methodology,
2035/02/28,ASN921,ZAG000190117,ZAG000190117 Corp,ABSA BANK LTD,BANK,Sr Unsecured,86,2023/11/30,31-Aug-27,11.4,JIBAR,325,,99.98082568,99.94959281,0.031232877,100,100,0,,0,,,,,Price,22-Sep-22,12-Jul-23,,,,Price Traded Methodology,
2027/12/20,ASN930,ZAG000190570,ZAG000190570 Corp,ABSA BANK LTD,BANK,Sr Unsecured,7,2023/09/12,20-Dec-27,12.422,JIBAR,393,,98.870327,98.870327,0,100,100,0,,0,,,,,Price,04-May-23,14-Feb-23,,,,Issuer Valuated,
2027/12/20,ASN932,ZAG000190653,ZAG000190653 Corp,ABSA BANK LTD,BANK,Sr Unsecured,15,2023/09/20,20-Dec-27,12.732,JIBAR,424,,92.380916,92.380916,0,100,100,0,,0,,,,,Price,04-May-23,14-Feb-23,,,,Issuer Valuated,
2025/12/20,ASN934,ZAG000190711,ZAG000190711 Corp,ABSA BANK LTD,BANK,Sr Unsecured,15,2023/09/20,20-Dec-25,11.392,JIBAR,290,,102.2807468,100.0057468,2.275,100,100,0,,0,,,,,Price,04-Oct-22,27-Aug-23,,,,Price Traded Methodology,
2027/12/20,ASN936,ZAG000190745,ZAG000190745 Corp,ABSA BANK LTD,BANK,Sr Unsecured,15,2023/09/20,20-Dec-27,16.642,JIBAR,815,,108.318676,108.318676,0,100,100,0,,0,,,,,Price,05-Oct-22,14-Feb-23,,,,Issuer Valuated,
2027/12/20,ASN937,ZAG000190885,ZAG000190885 Corp,ABSA BANK LTD,BANK,Sr Unsecured,15,2023/09/20,20-Dec-27,12.142,JIBAR,365,,102.4300289,100.0050289,2.425,100,100,0,,0,,,,,Price,11-Oct-22,27-Aug-23,,,,Price Traded Methodology,
2030/01/31,ASN938,ZAG000190893,ZAG000190893 Corp,ABSA BANK LTD,BANK,Sr Unsecured,56,2023/10/31,31-Jan-30,10.97,JIBAR,252,,100.9739798,100.0122263,0.961753425,100,100,0,,0,,,,,Price,11-Oct-22,27-Aug-23,,,,Price Traded Methodology,
2027/12/20,ASN940,ZAG000190992,ZAG000190992 Corp,ABSA BANK LTD,BANK,Sr Unsecured,15,2023/09/20,20-Dec-27,11.492,JIBAR,300,,102.3008695,100.0058695,2.295,100,100,0,,0,,,,,Price,06-Dec-22,27-Aug-23,,,,Price Traded Methodology,
2027/12/20,ASN941,ZAG000191081,ZAG000191081 Corp,ABSA BANK LTD,BANK,Sr Unsecured,15,2023/09/20,20-Dec-27,11.122,JIBAR,263,,102.2273274,100.0063274,2.221,100,100,0,,0,,,,,Price,22-Aug-23,27-Aug-23,,,,Price Traded Methodology,
2025/12/20,ASN943,ZAG000191115,ZAG000191115 Corp,ABSA BANK LTD,BANK,Sr Unsecured,15,2023/09/20,20-Dec-25,10.792,JIBAR,230,,102.161529,100.006529,2.155,100,100,0,,0,,,,,Price,21-Dec-22,27-Aug-23,,,,Price Traded Methodology,
2027/12/20,ASN944,ZAG000191347,ZAG000191347 Corp,ABSA BANK LTD,BANK,Sr Unsecured,15,2023/09/20,20-Dec-27,12.642,JIBAR,415,,102.5293512,100.0043512,2.525,100,100,0,,0,,,,,Price,23-Aug-23,27-Aug-23,,,,Price Traded Methodology,
2027/06/20,ASN948,ZAG000191370,ZAG000191370 Corp,ABSA BANK LTD,BANK,Sr Unsecured,15,2023/09/20,20-Jun-27,10.517,JIBAR,202.5,,102.1069976,100.0069976,2.1,100,100,0,,0,,,,,Price,14-Jul-23,27-Aug-23,,,,Price Traded Methodology,
2027/06/27,ASN950,ZAG000190505,ZAG000190505 Corp,ABSA BANK LTD,BANK,Sr Unsecured,15,2023/09/20,20-Jun-27,10.592,JIBAR,210,,102.1219091,100.0069091,2.115,100,100,0,,0,,,,,Price,08-Mar-23,27-Aug-23,,,,Price Traded Methodology,
2035/02/28,ASN951,ZAG000191552,ZAG000191552 Corp,ABSA BANK LTD,BANK,Sr Unsecured,86,2023/11/30,31-Aug-27,11.492,JIBAR,300,,100.0298053,99.99869641,0.03110885,100,100,0,,0,,,,,Price,04-Nov-22,27-Aug-23,,,,Price Traded Methodology,
2037/01/31,ASN952,ZAG000191560,ZAG000191560 Corp,ABSA BANK LTD,BANK,Sr Unsecured,56,2023/10/31,31-Jul-27,11.55,JIBAR,310,,101.0238099,100.0112072,1.01260274,100,100,0,,0,,,,,Price,04-Nov-22,27-Aug-23,,,,Price Traded Methodology,
2027/12/20,ASN953,ZAG000191768,ZAG000191768 Corp,ABSA BANK LTD,BANK,Sr Unsecured,15,2023/09/20,20-Dec-27,11.992,JIBAR,350,,102.4002269,100.0052269,2.395,100,100,0,,0,,,,,Price,01-Mar-23,27-Aug-23,,,,Price Traded Methodology,
2025/12/20,ASN954,ZAG000191776,ZAG000191776 Corp,ABSA BANK LTD,BANK,Sr Unsecured,15,2023/09/20,20-Dec-25,10.872,JIBAR,238,,102.177427,100.006427,2.171,100,100,0,,0,,,,,Price,09-Nov-22,27-Aug-23,,,,Price Traded Methodology,
2024/12/20,ASN955,ZAG000191750,ZAG000191750 Corp,ABSA BANK LTD,BANK,Sr Unsecured,15,2023/09/20,20-Dec-24,10.292,JIBAR,180,,102.0623159,100.0073159,2.055,100,100,0,,0,,,,,Price,09-Nov-22,27-Aug-23,,,,Price Traded Methodology,
2027/12/20,ASN973,ZAG000193202,ZAG000193202 Corp,ABSA BANK LTD,BANK,Sr Unsecured,15,2023/09/20,20-Dec-27,12.492,JIBAR,400,,102.4995573,100.0045573,2.495,100,100,0,,0,,,,,Price,16-Aug-23,27-Aug-23,,,,Price Traded Methodology,
2027/12/20,ASN974,ZAG000193186,ZAG000193186 Corp,ABSA BANK LTD,BANK,Sr Unsecured,15,2023/09/20,20-Dec-27,10.492,JIBAR,200,,102.102073,100.007073,2.095,100,100,0,,0,,,,,Price,10-Aug-23,27-Aug-23,,,,Price Traded Methodology,
2028/01/31,ASN977,ZAG000193277,ZAG000193277 Corp,ABSA BANK LTD,BANK,Sr Unsecured,56,2023/10/31,31-Jan-28,11.9,JIBAR,345,,101.0539174,100.0106297,1.043287671,100,100,0,,0,,,,,Price,26-Jan-23,27-Aug-23,,,,Price Traded Methodology,
2027/12/20,ASN979,ZAG000193343,ZAG000193343 Corp,ABSA BANK LTD,BANK,Sr Unsecured,15,2023/09/20,20-Dec-27,11.092,JIBAR,260,,102.2213639,100.0063639,2.215,100,100,0,,0,,,,,Price,01-Feb-23,27-Aug-23,,,,Price Traded Methodology,
2029/04/02,ASN980,ZAG000193590,ZAG000193590 Corp,ABSA BANK LTD,BANK,Sr Unsecured,27,2023/10/02,02-Apr-29,10.58,JIBAR,211,,101.6236129,99.88443478,1.739178082,100,100,0,,0,,,,,Price,07-Feb-23,27-Mar-23,,,,Issuer Valuated,
2028/02/15,ASN982,ZAG000193657,ZAG000193657 Corp,ABSA BANK LTD,BANK,Sr Unsecured,71,2023/11/15,15-Feb-28,10.808,JIBAR,240,,100.5113968,100.0080105,0.503386301,100,100,0,,0,,,,,Price,14-Feb-23,27-Aug-23,,,,Price Traded Methodology,
2028/02/17,ASN984,ZAG000193723,ZAG000193723 Corp,ABSA BANK LTD,BANK,Sr Unsecured,73,2023/11/17,17-Feb-28,10.208,JIBAR,180,,100.4284665,100.0089597,0.419506849,100,100,0,,0,,,,,Price,17-Feb-23,27-Aug-23,,,,Price Traded Methodology,
2025/12/20,ASN992,ZAG000194275,ZAG000194275 Corp,ABSA BANK LTD,BANK,Sr Unsecured,15,2023/09/20,20-Dec-25,10.432,JIBAR,194,,102.0899789,100.0069789,2.083,100,100,0,,0,,,,,Price,01-Mar-23,27-Aug-23,,,,Price Traded Methodology,
2027/12/20,ASN994,ZAG000194432,ZAG000194432 Corp,ABSA BANK LTD,BANK,Sr Unsecured,15,2023/09/20,20-Dec-27,11.47,JIBAR,310,,102.3207431,100.0057431,2.315,100,100,0,,0,,,,,Price,09-Mar-23,27-Aug-23,,,,Price Traded Methodology,
2024/04/13,ASN995,ZAG000194630,ZAG000194630 Corp,ABSA BANK LTD,BANK,Sr Unsecured,8,2023/09/13,13-Apr-24,9.8,JIBAR,130,,101.3582042,100.0157385,1.342465753,100,100,0,,0,,,,,Price,10-Aug-23,27-Aug-23,,,,Price Traded Methodology,
2024/04/13,ASN996,ZAG000194648,ZAG000194648 Corp,ABSA BANK LTD,BANK,Sr Unsecured,8,2023/09/13,13-Apr-24,9.41,JIBAR,91,,101.3054412,100.0164001,1.289041096,100,100,0,,0,,,,,Price,10-Aug-23,27-Aug-23,,,,Price Traded Methodology,
2035/02/28,ASN997,ZAG000194580,ZAG000194580 Corp,ABSA BANK LTD,BANK,Sr Unsecured,86,2023/11/30,28-Feb-28,11.492,JIBAR,300,,100.030005,99.99889613,0.03110885,100,100,0,,0,,,,,Price,17-Mar-23,27-Aug-23,,,,Price Traded Methodology,
2023/10/13,BAW33,ZAG000171653,ZAG000171653 Corp,BARLOWORLD LIMITED,INDUSTRIAL,Sr Unsecured,38,2023/10/13,13-Oct-23,6.15,R186,-144,7.385,102.20647,99.83072,2.37575,8.535,6.52,0.01,0.118312005,0.114098903,-0.11661646,11.66164595,0.026037119,,Rate,07-Aug-23,16-Mar-22,,,,Illiquid Methodology,
2023/10/09,BAW34,ZAG000171588,ZAG000171588 Corp,BARLOWORLD LIMITED,INDUSTRIAL,Sr Unsecured,34,2023/10/09,09-Oct-23,10.5,JIBAR,63,,101.6798423,100.1551848,1.524657534,100,100,0,,0,,,,,Price,05-Jun-23,04-Jun-23,,,,Price Traded Methodology,
2024/02/18,BAW36,ZAG000173923,ZAG000173923 Corp,BARLOWORLD LIMITED,INDUSTRIAL,Sr Unsecured,76,2023/11/20,18-Feb-24,10.09,JIBAR,98,,100.7159597,100.328946,0.387013699,100,100,0,,0,,,,,Price,10-Aug-23,05-Jun-23,,,,Price Traded Methodology,
2025/07/12,BAW37,ZAG000188012,ZAG000188012 Corp,BARLOWORLD LIMITED,INDUSTRIAL,Sr Unsecured,37,2023/10/12,12-Jul-25,9.95,JIBAR,141.5,,101.4646671,100.0743932,1.390273973,100,100,0,,0,,,,,Price,11-Aug-23,06-Jun-23,,,,Price Traded Methodology,
2027/07/12,BAW38,ZAG000188020,ZAG000188020 Corp,BARLOWORLD LIMITED,INDUSTRIAL,Sr Unsecured,37,2023/10/12,12-Jul-27,10.15,JIBAR,150,,101.9131394,100.4949202,1.418219178,100,100,0,,0,,,,,Price,13-Jul-23,21-May-23,,,,Price Traded Methodology,
2026/05/26,BAW39,ZAG000196429,ZAG000196429 Corp,BARLOWORLD LIMITED,INDUSTRIAL,Sr Unsecured,83,2023/11/27,26-May-26,9.767,JIBAR,130,,100.3476162,100.2405806,0.107035616,100,100,0,,0,,,,,Price,18-Aug-23,16-Aug-23,,,,Price Traded Methodology,
2025/06/30,BAW40,ZAG000197377,ZAG000197377 Corp,BARLOWORLD LIMITED,INDUSTRIAL,Sr Unsecured,116,2023/12/30,30-Jun-25,9.915,R186,78.5,9.61,102.18086,100.4695,1.71136,10.275,9.58,-0.03,1.690993596,1.613466529,-1.648653875,164.8653875,3.502952258,,Rate,30-Jun-23,27-Aug-23,,,,Illiquid Methodology,
2025/08/22,BAWGL1,ZAG000189168,ZAG000189168 Corp,BARLOWORLD LIMITED,INDUSTRIAL,Sr Unsecured,78,2023/11/22,22-Aug-25,9.812,JIBAR,133,,100.4357743,100.1669524,0.268821918,100,100,0,,0,,,,,Price,04-Aug-23,07-May-23,,,,Price Traded Methodology,
2027/08/22,BAWGL2,ZAG000189176,ZAG000189176 Corp,BARLOWORLD LIMITED,INDUSTRIAL,Sr Unsecured,78,2023/11/22,22-Aug-27,9.992,JIBAR,144,,100.8051364,100.531383,0.273753425,100,100,0,,0,,,,,Price,10-Aug-23,06-Aug-23,,,,Price Traded Methodology,
2029/08/14,BGL17,ZAG000146002,ZAG000146002 Corp,ABSA GROUP LTD,FINANCIAL,Subordinated,70,2023/11/14,14-Aug-24,12.258,JIBAR,162,,102.616923,102.0124189,0.60450411,100,100,0,,0,,,,,Price,07-Aug-23,23-Mar-23,,,,Price Traded Methodology,
2029/09/29,BGL19,ZAG000147026,ZAG000147026 Corp,ABSA GROUP LTD,FINANCIAL,Subordinated,24,2023/09/29,29-Sep-24,11.942,JIBAR,143,,104.1532989,102.0593591,2.093939726,100,100,0,,0,,,,,Price,07-Aug-23,19-Jun-23,,,,Price Traded Methodology,
2023/11/15,BID10,ZAG000155144,ZAG000155144 Corp,BIDVESTCO LTD,INDUSTRIAL,Sr Unsecured,71,2023/11/15,15-Nov-23,9.808,JIBAR,53,,100.641806,100.1849951,0.456810959,100,100,0,,0,,,,,Price,07-Aug-23,11-Jun-23,,,,Price Traded Methodology,
2023/11/15,BID11,ZAG000155136,ZAG000155136 Corp,BIDVESTCO LTD,INDUSTRIAL,Sr Unsecured,71,2023/11/15,15-Nov-23,9.6,R186,7,8.895,102.91891,100.05206,2.86685,10.045,8.36,0.05,0.210765899,0.201791234,-0.207681338,20.76813384,0.081439404,,Rate,26-Oct-20,22-Feb-23,,,,Illiquid Methodology,
2024/06/14,BID13,ZAG000160011,ZAG000160011 Corp,BIDVESTCO LTD,INDUSTRIAL,Sr Unsecured,9,2023/09/14,14-Jun-24,9.825,JIBAR,80,,102.5456849,100.4191781,2.126506849,100,100,0,,0,,,,,Price,28-Aug-23,27-Aug-23,,,,Price Traded Methodology,
2024/10/28,BID15,ZAG000163577,ZAG000163577 Corp,BIDVESTCO LTD,INDUSTRIAL,Sr Unsecured,55,2023/10/30,28-Oct-24,9.77,JIBAR,108,,101.2111707,100.2743214,0.936849315,100,100,0,,0,,,,,Price,22-Aug-23,22-Aug-23,,,,Price Traded Methodology,
2025/06/24,BID16,ZAG000187253,ZAG000187253 Corp,BIDVESTCO LTD,INDUSTRIAL,Sr Unsecured,21,2023/09/26,24-Jun-25,9.692,JIBAR,100,,102.1199111,100.3408316,1.779079452,100,100,0,,0,,,,,Price,04-Aug-23,01-Aug-23,,,,Price Traded Methodology,
2027/06/24,BID17,ZAG000187170,ZAG000187170 Corp,BIDVESTCO LTD,INDUSTRIAL,Sr Unsecured,21,2023/09/26,24-Jun-27,9.882,JIBAR,139,,101.8238529,100.0098967,1.813956164,100,100,0,,0,,,,,Price,23-Aug-23,27-Aug-23,,,,Price Traded Methodology,
2024/01/31,BNPP01,ZAG000153297,ZAG000153297 Corp,BNP PARIBAS ISSUANCE BV,SPECIAL PURPOSE,Secured,56,2023/10/31,31-Jan-24,11.2,JIBAR,275,,100.9940244,100.0121066,0.981917808,100,100,0,,0,,,,,Price,14-Aug-18,27-Aug-23,,,,Price Traded Methodology,
2028/10/12,BNPP02,ZAG000155821,ZAG000155821 Corp,BNP PARIBAS ISSUANCE BV,SPECIAL PURPOSE,Secured,37,2023/10/12,12-Oct-28,11.2,JIBAR,270,,101.5778393,100.0129078,1.564931507,100,100,0,,0,,,,,Price,19-Jan-21,10-Nov-19,,,,Price Traded Methodology,
2025/01/05,BNPP05,ZAG000163676,ZAG000163676 Corp,BNP PARIBAS ISSUANCE BV,SPECIAL PURPOSE,Secured,30,2023/10/05,05-Jan-25,12,JIBAR,,,99.635,99.635,0,0,0,0,,0,,,,,Price,15-Nov-19,16-Dec-20,,,,Issuer Valuated,
2030/03/01,BNPS01,ZAG000193459,ZAG000193459 Corp,BNP PARIBAS,BANK,Sr Non Preferred,87,2023/12/01,01-Mar-28,10.092,JIBAR,160,,99.99993639,99.99993639,0,100,100,0,,0,,,,,Price,28-Feb-23,27-Aug-23,,,,Price Traded Methodology,
2029/03/01,BNPS02,ZAG000193442,ZAG000193442 Corp,BNP PARIBAS,BANK,Sr Preferred,87,2023/12/01,01-Mar-29,10.192,JIBAR,170,,99.99993349,99.99993349,0,100,100,0,,0,,,,,Price,29-May-23,27-Aug-23,,,,Price Traded Methodology,
2028/05/19,BNPS04,ZAG000195876,ZAG000195876 Corp,BNP PARIBAS,BANK,Sr Non Preferred,76,2023/11/20,19-May-28,10.092,JIBAR,170,,100.3109912,100.0068487,0.304142466,100,100,0,,0,,,,,Price,17-May-23,27-Aug-23,,,,Price Traded Methodology,
2030/05/19,BNPS05,ZAG000195884,ZAG000195884 Corp,BNP PARIBAS,BANK,Sr Non Preferred,76,2023/11/20,19-May-30,10.392,JIBAR,200,,100.3197524,100.0065688,0.313183562,100,100,0,,0,,,,,Price,29-May-23,27-Aug-23,,,,Price Traded Methodology,
2031/06/09,BNPS06,ZAG000196437,ZAG000196437 Corp,BNP PARIBAS,BANK,Sr Non Preferred,6,2023/09/11,09-Jun-29,10.523,JIBAR,204,,99.72387911,100.0121805,-0.28830137,100,100,0,,0,,,,,Price,08-Jun-23,27-Aug-23,,,,Price Traded Methodology,
2028/08/01,BNPS07,ZAG000196411,ZAG000196411 Corp,BNP PARIBAS,BANK,Sr Non Preferred,57,2023/11/01,01-Aug-28,10.092,JIBAR,165,,100.8698805,100.0127518,0.857128767,100,100,0,,0,,,,,Price,01-Aug-23,27-Aug-23,,,,Price Traded Methodology,
2029/08/01,BNPS08,ZAG000197195,ZAG000197195 Corp,BNP PARIBAS,BANK,Sr Non Preferred,57,2023/11/01,01-Aug-29,10.142,JIBAR,170,,100.8740526,100.0126773,0.861375342,100,100,0,,0,,,,,Price,01-Aug-23,27-Aug-23,,,,Price Traded Methodology,
2028/08/18,BNPS09,ZAG000197203,ZAG000197203 Corp,BNP PARIBAS,BANK,Sr Non Preferred,76,2023/11/20,18-Aug-28,10,JIBAR,160,,100.3904793,100.0069177,0.383561644,100,100,0,,0,,,,,Price,17-Aug-23,27-Aug-23,,,,Price Traded Methodology,
2028/07/04,BNPS10,ZAG000198037,ZAG000198037 Corp,BNP PARIBAS,BANK,Sr Preferred,121,2024/01/04,04-Jul-28,15.875,JIBAR,745,,96.276,96.276,0,100,100,0,,0,,,,,Price,04-Aug-23,09-Aug-23,,,,Issuer Valuated,
2023/10/09,BPPF13,ZAG000154501,ZAG000154501 Corp,BNP PARIBAS PERSONAL FIN,FINANCIAL,Sr Unsecured,34,2023/10/09,09-Oct-23,9.95,JIBAR,120,,101.4850859,100.0402914,1.444794521,100,100,0,,0,,,,,Price,23-Aug-23,09-Aug-22,,,,Price Traded Methodology,
2024/11/19,BPPF20,ZAG000164427,ZAG000164427 Corp,BNP PARIBAS PERSONAL FIN,FINANCIAL,Sr Unsecured,76,2023/11/20,19-Nov-24,9.792,JIBAR,117,,100.5641171,100.2690157,0.29510137,100,100,0,,0,,,,,Price,04-Aug-23,16-Apr-23,,,,Price Traded Methodology,
2023/10/12,BPPF27,ZAG000171620,ZAG000171620 Corp,BNP PARIBAS PERSONAL FIN,FINANCIAL,Sr Unsecured,37,2023/10/12,12-Oct-23,10.05,JIBAR,140,,101.4361037,100.0318571,1.404246575,100,100,0,,0,,,,,Price,14-Aug-23,30-Jan-22,,,,Price Traded Methodology,
