InstrumentCode,ISIN,InstrumentLongName,HoldingNominal,AssetMarketValue,Weight (%) Pre,Weight (%) Post,Maturity,Companion,Spread,MTM,Yield,Mod Duration,Term,Type,Issuer Type,Issuer,Exposure,Level of Subordination,Subordination,Quality,Liquidity,Interest Rate Score,Spread over Jibar,Instrument Score,Risk,Risk Duration,Reference, ,Level 2,Level 3,Level 4,Level 1 Max,Level 2 Max,Level 3 Max,Level 4 Max,GIR,Infrastructure
CLN655,ZAG000167230,Standard Bank CLN F/R 24062030,1600000,1618432,0.000540986,0.000540986,2030/06/22,JIBAR,440,,12.75,0.123287671,6.62739726,Credit Linked Notes,Bank,STANDARD BANK LTD,RSA GOVERNMENT,Credit-Linked Note,1.5,1,7,1.140625,440,-535.5579076,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.104049907,0.104049907,0.104049907,0.104049907,2.1(c)(i),No
CLN817,,Standard Bank CLN F/R 01022027,7500000,7523381.738,0.002514809,0.002514809,2027/01/31,JIBAR,310,,11.45,0.232876712,3.235616438,Credit Linked Notes,Bank,STANDARD BANK LTD,RSA GOVERNMENT,Credit-Linked Note,1.5,1,7,1.303571429,310,-535.4764344,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.104049907,0.104049907,0.104049907,0.104049907,2.1(c)(i),No
DV24,,Development Bank of SA 9.69% 18022024,1900000,1940460.12,0.000648629,0.000648629,2024/02/18,R186,65,9.705,9.705,0.26687661,0.282191781,SOE,SOE,DEVELOPMENT BANK OF SOUTHERN AFRICA,DEVELOPMENT BANK OF SOUTHERN AFRICA,Corp Senior Unsecured,1,0.276103649,1.971274513,1.364026865,135.5,-128.2107762,1,0.26687661,R186,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.012961613,0.012961613,0.012961613,0.012961613,,Yes
DVFB31,,Development Bank of Southern Africa F/R 21082025,15000000,15662127,0.005235314,0.005235314,2025/08/21,JIBAR,155,,9.9,0.038356164,1.789041096,SOE,SOE,DEVELOPMENT BANK OF SOUTHERN AFRICA,DEVELOPMENT BANK OF SOUTHERN AFRICA,Corp Senior Unsecured,1,0.276103649,1.971274513,1.03988604,155,-128.3728466,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.012961613,0.012961613,0.012961613,0.012961613,,Yes
DVFC28,,Development Bank of Southern Africa F/R 15122028,20000000,21173776.41,0.00707767,0.00707767,2028/12/15,JIBAR,185,,10.2,0.104109589,5.109589041,SOE,SOE,DEVELOPMENT BANK OF SOUTHERN AFRICA,DEVELOPMENT BANK OF SOUTHERN AFRICA,Corp Senior Unsecured,1,0.276103649,1.971274513,1.116207951,185,-128.3346856,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.012961613,0.012961613,0.012961613,0.012961613,,Yes
DSY03,,Discovery Limited 10.46% 21112024,4900000,5136143.335,0.001716837,0.001716837,2024/11/21,R186,150,10.555,10.555,0.90857,1.04109589,Insurer Sub Debt,Insurer,DISCOVERY LTD,DISCOVERY LTD,Bank Subordinated Debt - Tier 2,2,-0.46344371,-0.226921889,10.9373291,220.5,278.3315186,1,0.90857,R186,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.001716837,0.001716837,0.001716837,0.001716837,,No
EL28,,Eskom ILB 2.55% 02/05/2028 ,29300000,46837898.83,0.015656308,0.015656308,2028/05/02,R210,83,5.465,10.865,4.127884145,4.487671233,ILBs,SOE,ESKOM,ESKOM,Government-Guaranteed,0.3,0.175877894,4.834492325,-0.319704936,251.5,-114.5719427,1,4.127884145,R210,2.Gov,2.1,2.1 (a),,0.015656308,0.015656308,0.015656308,0,,Yes
EQT010,,Equities Property Fund Limited F/R 12112024,16500000,16549912.56,0.00553207,0.00553207,2024/11/12,JIBAR,105,,9.4,0.01369863,1.016438356,Corporate Senior Debt,Corporate,EQUITES PROPERTY FUND LIMITED,EQUITES PROPERTY FUND LIMITED,Corp Senior Unsecured,1,-0.005578429,0,1.013888889,105,32.16793896,0,0,JIBAR,2.Gov,2.1,2.1 (a),,0.00553207,0.00553207,0.00553207,0,,No
FRB25,,FirstRand F/R 19092024,23800000,24761745.79,0.008277005,0.008277005,2024/09/19,JIBAR,166,,10.01,0.115068493,0.868493151,Bank Subordinated Debt - AT1,Bank,FIRSTRAND BANK LTD,FIRSTRAND BANK LTD,Bank Subordinated Debt - AT1,4,-0.107833692,2.460589047,1.13003096,166,88.74775096,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.127785586,0.127785586,0.127785586,0.127785586,,No
FRB26,,FirstRand F/R 03062024,20000000,20500049.03,0.006852466,0.006852466,2024/06/03,JIBAR,122,,9.57,0.071232877,0.57260274,Bank Subordinated Debt - Tier 2,Bank,FIRSTRAND BANK LTD,FIRSTRAND BANK LTD,Bank Subordinated Debt - Tier 2,2,-0.107833692,2.460589047,1.076696165,122,68.72108356,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.127785586,0.127785586,0.127785586,0.127785586,,No
FRB27,,FirstRand 10.19% 030626,500000,529501.8,0.000176994,0.000176994,2026/06/03,R186,48,9.535,9.535,2.123892538,2.57260274,Bank Subordinated Debt - Tier 2,Bank,FIRSTRAND BANK LTD,FIRSTRAND BANK LTD,Bank Subordinated Debt - Tier 2,2,-0.107833692,2.460589047,-0.889764783,118.5,67.73785309,1,2.123892538,R186,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.127785586,0.127785586,0.127785586,0.127785586,,No
FRB28,,FirstRand F/R 31122099,30000000,31633150.2,0.010573881,0.010573881,2025/12/02,JIBAR,270,,11.05,0.068493151,2.071232877,Bank Subordinated Debt - AT1,Bank,FIRSTRAND BANK LTD,FIRSTRAND BANK LTD,Bank Subordinated Debt - AT1,4,-0.107833692,2.460589047,1.073529412,270,88.71950019,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.127785586,0.127785586,0.127785586,0.127785586,,No
FRB29,,FirstRand 7.429% 19042031,10000000,10227713.52,0.003418775,0.003418775,2026/04/19,JIBAR,158,,9.93,0.2,2.449315068,Bank Subordinated Debt - Tier 2,Bank,FIRSTRAND BANK LTD,FIRSTRAND BANK LTD,Bank Subordinated Debt - Tier 2,2,-0.107833692,2.460589047,1.25,158,68.80773548,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.127785586,0.127785586,0.127785586,0.127785586,,No
FRBI23,ZAG000076498,FirstRand ILB 5.5% 07/12/2023 ,8100000,27751307.94,0.009276314,0.009276314,2023/12/07,R197,70,4.335,9.735,0.073736152,0.082191781,Bank Senior Debt - ILBs,Bank,FIRSTRAND BANK LTD,FIRSTRAND BANK LTD,Bank Senior Unsecured,0.6,-0.107833692,2.460589047,1.079605992,138.5,54.72253848,1,0.073736152,R197,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.127785586,0.127785586,0.127785586,0.127785586,2.1(c)(i),No
FRBI25,,FirstRand ILB 2.00% 31/01/2025,500000,858607.75,0.000287003,0.000287003,2025/01/31,I2025,53.5,5.215,10.615,1.176946254,1.235616438,Bank Senior Debt - ILBs,Bank,FIRSTRAND BANK LTD,FIRSTRAND BANK LTD,Bank Senior Unsecured,0.6,-0.107833692,2.460589047,-5.651433555,226.5,51.3570187,1,1.176946254,I2025,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.127785586,0.127785586,0.127785586,0.127785586,2.1(c)(i),No
FRBI28,ZAG000079237,FirstRand ILB 2.6% 31/03/2028 ,850000,1858667.46,0.000621289,0.000621289,2028/03/31,R210,70,5.335,10.735,4.039569701,4.4,Bank Senior Debt - ILBs,Bank,FIRSTRAND BANK LTD,FIRSTRAND BANK LTD,Bank Senior Unsecured,0.6,-0.107833692,2.460589047,-0.328993936,238.5,54.01823851,1,4.039569701,R210,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.127785586,0.127785586,0.127785586,0.127785586,2.1(c)(i),No
FRJ24,ZAG000156977,FirstRand F/R 14022024,12900000,12923553.33,0.004319902,0.004319902,2024/02/14,JIBAR,24,,8.59,0.019178082,0.271232877,Bank Senior Debt - Floating,Bank,FIRSTRAND BANK LTD,FIRSTRAND BANK LTD,Bank Senior Unsecured,0.6,-0.107833692,2.460589047,1.019553073,24,54.69251202,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.127785586,0.127785586,0.127785586,0.127785586,2.1(c)(i),No
FRJ26,FRJ26,FirstRand F/R 16022026,4500000,4547438.942,0.001520053,0.001520053,2026/02/14,JIBAR,88,,9.23,0.019178082,2.273972603,Bank Senior Debt - Floating,Bank,FIRSTRAND BANK LTD,FIRSTRAND BANK LTD,Bank Senior Unsecured,0.6,-0.107833692,2.460589047,1.019553073,88,54.69251202,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.127785586,0.127785586,0.127785586,0.127785586,,No
FRJ28,,FirstRand F/R 22062028,5000000,5119466.386,0.001711263,0.001711263,2028/06/22,JIBAR,116,,9.51,0.123287671,4.62739726,Bank Senior Debt - Floating,Bank,FIRSTRAND BANK LTD,FIRSTRAND BANK LTD,Bank Senior Unsecured,0.6,-0.107833692,2.460589047,1.140625,116,54.75304798,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.127785586,0.127785586,0.127785586,0.127785586,,No
FRX30,,FirstRand 9.75% 31012030,18000000,18070342.2,0.006040298,0.006040298,2030/01/31,R2030,-13,10.255,10.255,4.437354437,6.238356164,Bank Senior Debt - Fixed,Bank,FIRSTRAND BANK LTD,FIRSTRAND BANK LTD,Bank Senior Unsecured,0.6,-0.107833692,2.460589047,-0.29092141,190.5,54.03727478,1,4.437354437,R2030,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.127785586,0.127785586,0.127785586,0.127785586,,No
FRS329,,First Rand F/R 01062028,50000000,56659567.01,0.018939356,0.018939356,2028/06/01,JIBAR,,,11.257,0.065753425,4.569863014,Bank Senior Debt - Floating,Bank,FIRSTRAND BANK LTD,FIRSTRAND BANK LTD,Bank Senior Unsecured,0.6,-0.107833692,2.460589047,1.070381232,290.7,54.7179261,0,0,INV JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.127785586,0.127785586,0.127785586,0.127785586,,No
FRC459,,FirstRand Bank F/R 07122033,65000000,65214155.07,0.021798863,0.021798863,2025/07/31,JIBAR,375,,12.1,0.15,1.731506849,Credit Linked Notes,Bank,FIRSTRAND BANK LTD,RSA GOVERNMENT,Credit-Linked Note,1.5,1,7,1.176470588,375,-535.5399848,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.127785586,0.127785586,0.127785586,0.127785586,,No
FR101UCI,ZAG000194382,FirstRand Bank 12.13% 04032024,30000000,31774865.75,0.010621251,0.010621251,2024/03/04,0,0,12.13,12.13,3.001358612,0.323287671,Bank Senior Debt - Fixed,Bank,FIRSTRAND BANK LTD,FIRSTRAND BANK LTD,Bank Senior Unsecured,0.6,-0.107833692,2.460589047,-0.499660578,378,53.93290519,0,0,FIXED,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.127785586,0.127785586,0.127785586,0.127785586,,No
FR102UCI,ZAG000194390,FirstRand Bank 0% 04032024,70000000,69857200,0.023350874,0.023350874,2024/03/04,0,0,11.29,11.29,5.98768702,0.323287671,Bank Senior Debt - Fixed,Bank,FIRSTRAND BANK LTD,FIRSTRAND BANK LTD,Bank Senior Unsecured,0.6,-0.107833692,2.460589047,-0.200493735,294,54.08248861,0,0,R2032,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.127785586,0.127785586,0.127785586,0.127785586,,No
26NC0026,,First National Bank NCD 8.32% 30082024,20000000,20321591.29,0.006792813,0.006792813,2024/08/30,0,0,8.32,8.32,0.759398643,0.81369863,Money Market,Bank,FIRSTRAND BANK LTD,FIRSTRAND BANK LTD,Money Market,0.5,-0.107833692,2.460589047,4.156252527,-3,55.26086175,0,0,FIXED,1,1.1,,,0.026176353,0.026176353,0,0,,No
26NC0029,,FirstRand NCD 8.94% 27092024,20000000,20202896.47,0.006753138,0.006753138,2024/09/27,0,0,8.94,8.94,0.829211765,0.890410959,Money Market,Bank,FIRSTRAND BANK LTD,FIRSTRAND BANK LTD,Money Market,0.5,-0.107833692,2.460589047,5.855204268,59,56.11033762,0,0,FIXED,1,1.1,,,0.026176353,0.026176353,0,0,,No
GRT25G,,Growthpoint Properties Ltd F/R 10032028,14000000,14324017.13,0.004788029,0.004788029,2025/03/09,JIBAR,115,,9.5,0.087671233,1.336986301,Corporate Senior Debt,Corporate,GROWTHPOINT PROPERTIES LIMITED,GROWTHPOINT PROPERTIES LIMITED,Corp Senior Unsecured,1,0.382812619,-0.119348494,1.096096096,115,-160.7929963,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.00652704,0.00652704,0.00652704,0.00652704,,No
GRT41,ZAG000164252,Growthpoint Properties Ltd F/R 20112024,3500000,3501466.182,0.00117042,0.00117042,2024/11/20,JIBAR,108,,9.43,0.035616438,1.038356164,Corporate Senior Debt,Corporate,GROWTHPOINT PROPERTIES LIMITED,GROWTHPOINT PROPERTIES LIMITED,Corp Senior Unsecured,1,0.382812619,-0.119348494,1.036931818,108,-160.8225785,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.00652704,0.00652704,0.00652704,0.00652704,2.1(d)(i),No
GRL35,,GRL ILB 4.15% 120629,1400000,1701013.16,0.000568591,0.000568591,2029/06/12,I2029,47,5.04,10.44,4.820422548,5.6,ILBs,Corporate,GROWTHPOINT PROPERTIES LIMITED,GROWTHPOINT PROPERTIES LIMITED,Corp Senior Unsecured,1,0.382812619,-0.119348494,-0.261751151,209,-161.47192,1,4.820422548,I2029,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.00652704,0.00652704,0.00652704,0.00652704,,No
IDCG06,ZAG000121732,Industrial Development Corporation of SA Ltd 9.55% 25112024,5000000,5198738,0.00173776,0.00173776,2024/11/24,R186,94,9.995,9.995,0.924308263,1.049315068,SOE,SOE,INDUSTRIAL DEVELOPMENT CORPORATION SA LTD,INDUSTRIAL DEVELOPMENT CORPORATION SA LTD,Corp Senior Unsecured,1,-0.04422694,-0.192379473,13.21148164,164.5,59.51478533,1,0.924308263,R186,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.008867139,0.008867139,0.008867139,0.008867139,2.1(d)(i),Yes
IDCG11,IDCG11,Industrial Development Corporation of SA Ltd 10.80% 07122026,2700000,2842399.35,0.000950117,0.000950117,2026/12/05,R186,150,10.555,10.555,2.446859784,3.079452055,SOE,SOE,INDUSTRIAL DEVELOPMENT CORPORATION SA LTD,INDUSTRIAL DEVELOPMENT CORPORATION SA LTD,Corp Senior Unsecured,1,-0.04422694,-0.192379473,-0.691151977,220.5,52.56346852,1,2.446859784,R186,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.008867139,0.008867139,0.008867139,0.008867139,2.1(d)(i),Yes
IDCG15,,Industrial Development Corporation of SA Ltd F/R 13112023,6750000,6744956.207,0.002254608,0.002254608,2023/11/12,JIBAR,105,,9.4,0.01369863,0.01369863,SOE,SOE,INDUSTRIAL DEVELOPMENT CORPORATION SA LTD,INDUSTRIAL DEVELOPMENT CORPORATION SA LTD,Corp Senior Unsecured,1,-0.04422694,-0.192379473,1.013888889,105,53.41598895,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.008867139,0.008867139,0.008867139,0.008867139,,Yes
IDCG16,,Industrial Development Corporation of SA Ltd F/R 12112025,4700000,4633329.931,0.001548764,0.001548764,2025/11/12,JIBAR,265,,11,0.01369863,2.016438356,SOE,SOE,INDUSTRIAL DEVELOPMENT CORPORATION SA LTD,INDUSTRIAL DEVELOPMENT CORPORATION SA LTD,Corp Senior Unsecured,1,-0.04422694,-0.192379473,1.013888889,265,53.41598895,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.008867139,0.008867139,0.008867139,0.008867139,,Yes
IDCG19,ZAG000157611,Industrial Development Corporation of SA Ltd F/R 12032024,7000000,7107785.795,0.00237589,0.00237589,2024/03/12,JIBAR,187,,10.22,0.095890411,0.345205479,SOE,SOE,INDUSTRIAL DEVELOPMENT CORPORATION SA LTD,INDUSTRIAL DEVELOPMENT CORPORATION SA LTD,Corp Senior Unsecured,1,-0.04422694,-0.192379473,1.106060606,187,53.46207481,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.008867139,0.008867139,0.008867139,0.008867139,2.1(d)(i),Yes
26FR0029,,Investec F/R 01032027,10000000,10188225.75,0.003405576,0.003405576,2027/03/01,JIBAR,117.5,0,9.525,0.125,3.315068493,Money Market,Bank,INVESTEC BANK LTD,INVESTEC BANK LTD,Money Market,0.5,-0.333447483,0.398902376,1.142857143,117.5,187.1779263,0,0,JIBAR,1,1.1,,,0.061607818,0.061607818,0,0,,No
26NC0047,,Investec Bank NCD 9.85% 10062024,30000000,31170892.23,0.010419364,0.010419364,2024/06/10,0,0,9.85,9.85,0.539024971,0.591780822,Money Market,Bank,INVESTEC BANK LTD,INVESTEC BANK LTD,Money Market,0.5,-0.333447483,0.398902376,2.169314904,150,187.6911552,0,0,FIXED,1,1.1,,,0.061607818,0.061607818,0,0,,No
26NC0049,,Investec NCD 9.55% 01072024,30000000,30976070.59,0.010354241,0.010354241,2024/07/01,0,0,9.55,9.55,0.595359979,0.649315068,Money Market,Bank,INVESTEC BANK LTD,INVESTEC BANK LTD,Money Market,0.5,-0.333447483,0.398902376,2.471332415,120,187.8421639,1,0.595359979,FIXED,1,1.1,,,0.061607818,0.061607818,0,0,,No
26NC0051,,Investec Bank NCD 9.85% 10062024,30000000,30733479.45,0.010273152,0.010273152,2024/08/05,0,0,9.2,9.2,0.688792759,0.745205479,Money Market,Bank,INVESTEC BANK LTD,INVESTEC BANK LTD,Money Market,0.5,-0.333447483,0.398902376,3.21329284,85,188.2131441,2,0,FIXED,1,1.1,,,0.061607818,0.061607818,0,0,,No
26NC0053,,INT NCD 9.025% 061124,60000000,60028441.23,0.020065456,0.020065456,2024/11/06,0,0,9.025,9.025,0.933545698,1,Money Market,Bank,INVESTEC BANK LTD,INVESTEC BANK LTD,Money Market,0.5,-0.333447483,0.398902376,15.04793466,67.5,194.130465,3,0,FIXED,1,1.1,,,0.061607818,0.061607818,0,0,,
IBL60,IBL60,Investec IBL 10.255% 17022024,2000000,2048407.2,0.000684713,0.000684713,2024/02/17,R186,69,9.745,9.745,0.264248358,0.279452055,Bank Senior Debt - Fixed,Bank,INVESTEC BANK LTD,INVESTEC BANK LTD,Bank Senior Unsecured,0.6,-0.333447483,0.398902376,1.35915429,139.5,188.2860749,1,0.264248358,R186,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.075088748,0.075088748,0.075088748,0.075088748,,No
IBL109,,Investec 5.5% 07122023,3000000,10275458.4,0.003434734,0.003434734,2023/12/07,R197,107,4.705,10.105,0.073716041,0.082191781,Bank Senior Debt - ILBs,Bank,INVESTEC BANK LTD,INVESTEC BANK LTD,Bank Senior Unsecured,0.6,-0.333447483,0.398902376,1.079582551,175.5,188.146289,1,0.073716041,R197,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.075088748,0.075088748,0.075088748,0.075088748,,No
IBL168,,Investec F/R 18052026,3100000,3098898.246,0.001035856,0.001035856,2026/05/18,JIBAR,125,,9.6,0.030136986,2.528767123,Bank Senior Debt - Floating,Bank,INVESTEC BANK LTD,INVESTEC BANK LTD,Bank Senior Unsecured,0.6,-0.333447483,0.398902376,1.031073446,125,188.1220344,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.075088748,0.075088748,0.075088748,0.075088748,,No
IBL178,,Investec F/R 20072026,2100000,2113724.426,0.000706546,0.000706546,2026/07/19,JIBAR,132,,9.67,0.2,2.698630137,Bank Senior Debt - Floating,Bank,INVESTEC BANK LTD,INVESTEC BANK LTD,Bank Senior Unsecured,0.6,-0.333447483,0.398902376,1.25,132,188.2314977,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.075088748,0.075088748,0.075088748,0.075088748,,No
IBL208,,Investec IBL 1.85% 31012025,50000000,49867254.77,0.016668919,0.016668919,2025/01/31,JIBAR,185,,8,0.232876712,1.235616438,Capped-Rate Notes,Bank,INVESTEC BANK LTD,INVESTEC BANK LTD,Bank Senior Unsecured,0.6,-0.333447483,0.398902376,1.303571429,-35,188.2582834,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.075088748,0.075088748,0.075088748,0.075088748,,No
IBL224,,Investec IBL 8.4% 17052025,50000000,49919450,0.016686366,0.016686366,2025/05/17,,,,8.4,1.348927973,1.526027397,Bank Senior Debt - Fixed,Bank,INVESTEC BANK LTD,INVESTEC BANK LTD,Bank Senior Unsecured,0.6,-0.333447483,0.398902376,-2.865920982,5,186.1735372,0,0,FIXED,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.075088748,0.075088748,0.075088748,0.075088748,,No
IBL235,,Investec F/R 04072024,40000000,39918033.64,0.013343234,0.013343234,2024/07/04,JIBAR,,,7.013,0.15890411,0.657534247,Bank Senior Debt - Floating,Bank,INVESTEC BANK LTD,INVESTEC BANK LTD,Bank Senior Unsecured,0.6,-0.333447483,0.398902376,1.188925081,-133.7,188.2009602,0,0,INV JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.075088748,0.075088748,0.075088748,0.075088748,,No
IBG01,,Investec F/R 07022025,4000000,3997126.193,0.001336103,0.001336103,2025/02/07,JIBAR,124,,9.59,0.252054795,1.254794521,Bank Senior Debt - Floating,Bank,INVESTEC BANK LTD,INVESTEC BANK LTD,Bank Senior Unsecured,0.6,-0.333447483,0.398902376,1.336996337,124,188.2749959,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.075088748,0.075088748,0.075088748,0.075088748,,No
INLV01,,INLV01 Jb3Mth+4.25% 120824,5880000,5951231.238,0.001989293,0.001989293,2024/08/12,JIBAR,242,,10.77,0.01369863,0.764383562,Bank Subordinated Debt - AT1,Bank,INVESTEC BANK LTD,INVESTEC BANK LTD,Bank Subordinated Debt - AT1,4,-0.333447483,0.398902376,1.013888889,242,222.1134422,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.075088748,0.075088748,0.075088748,0.075088748,,No
INLV07,,Investec F/R 09032026,8000000,8313466.304,0.002778908,0.002778908,2026/03/09,JIBAR,157,,9.92,0.087671233,2.336986301,Bank Subordinated Debt - Tier 2,Bank,INVESTEC BANK LTD,INVESTEC BANK LTD,Bank Subordinated Debt - Tier 2,2,-0.333447483,0.398902376,1.096096096,157,202.1545458,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.075088748,0.075088748,0.075088748,0.075088748,,No
IV246U,,Investec CLN F/R 25072036,48605947.95,49134782.2,0.016424078,0.016424078,2036/07/25,JIBAR,177,0,10.12,0.125,12.72328767,Credit Linked Notes,Bank,INVESTEC BANK LTD,INVESTEC BANK LTD,Credit-Linked Note,1.5,-0.333447483,0.398902376,1.142857143,177,197.1779263,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.075088748,0.075088748,0.075088748,0.075088748,,Yes
IPF31,,Investec Property Fund Ltd F/R 25032026,2400000,2443580.669,0.000816805,0.000816805,2026/03/25,JIBAR,156,,9.91,0.131506849,2.380821918,Corporate Senior Debt,Corporate,INVESTEC PROPERTY FUND,INVESTEC PROPERTY FUND,Corp Senior Unsecured,1,-0.005578429,-0.446441775,1.151419558,156,36.70112205,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.000986636,0.000986636,0.000986636,0.000986636,,No
IPFG01,IPFG01,Investec Property Fund Ltd F/R 24062024,500000,508070.7451,0.000169831,0.000169831,2024/06/22,JIBAR,137,,9.72,0.123287671,0.624657534,Corporate Senior Debt,Corporate,INVESTEC PROPERTY FUND,INVESTEC PROPERTY FUND,Corp Senior Unsecured,1,-0.005578429,-0.446441775,1.140625,137,36.69572477,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.000986636,0.000986636,0.000986636,0.000986636,,No
KAP015,,Kap Industrial Holdings Ltd F/R 01112024,500000,503024.0641,0.000168144,0.000168144,2024/11/01,JIBAR,121,,9.56,0.235616438,0.98630137,Corporate Senior Debt,Corporate,KAP INDUSTRIAL HOLDINGS,KAP INDUSTRIAL HOLDINGS,Corp Senior Unsecured,1,-0.172025096,-0.207190649,1.308243728,121,117.6103565,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.005243253,0.005243253,0.005243253,0.005243253,,No
KAP018,,KAP Industrial Holdings Ltd F/R 15042024,15000000,15182854.17,0.005075109,0.005075109,2024/04/14,JIBAR,77,,9.12,0.18630137,0.435616438,Corporate Senior Debt,Corporate,KAP INDUSTRIAL HOLDINGS,KAP INDUSTRIAL HOLDINGS,Corp Senior Unsecured,1,-0.172025096,-0.207190649,1.228956229,77,117.5707128,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.005243253,0.005243253,0.005243253,0.005243253,,No
26SR0010,,Landbank 13.067% 11052023,1758820.67,1763228.27,0.000589387,0.000589387,2024/06/01,0,0,13.067,13.067,0.125,0.567123288,Step-Up Notes,SOE,LANDBANK,LANDBANK,Money Market,0.5,0.020427899,0.307184788,1.142857143,471.7,11.15741104,0,0,FIXED,2.Oth,2.1,2.1 (d),2.1 (d) (ii),0.001746473,0.001746473,0.001746473,0.001746473,,Yes
ZAG000147364,LBK24CI,Landbank 10.29% 10102024,42870.18,43729.14,1.46172E-05,1.46172E-05,2024/10/10,R186,300,8.905,8.905,0.863525675,0.926027397,SOE,SOE,LANDBANK,LANDBANK,Corp Senior Unsecured,1,0.020427899,0.307184788,7.327385564,55.5,19.24967525,1,0.863525675,R186,2.Oth,2.1,2.1 (d),2.1 (d) (ii),0.001746473,0.001746473,0.001746473,0.001746473,2.1(d)(i),Yes
LBK27CI,ZAG000150335,Land & Agricultural Dev Bank of SA F/R CI 23032023,342962.41,329401.63,0.000110108,0.000110108,2024/03/23,0,0,9.408,9.408,0.1,0.375342466,SOE,SOE,LANDBANK,LANDBANK,Corp Senior Unsecured,1,0.020427899,0.307184788,1.111111111,105.8,16.14153802,0,0,FIXED,2.Oth,2.1,2.1 (d),2.1 (d) (ii),0.001746473,0.001746473,0.001746473,0.001746473,2.1(d)(i),Yes
ZAG000151275,LBK28CI,Land & Agricultural Dev Bank of SA 10.565% 15052028,471572.94,449436.84,0.000150231,0.000150231,2028/05/15,R2030,307,11.88,11.88,3.235371694,4.523287671,SOE,SOE,LANDBANK,LANDBANK,Corp Senior Unsecured,1,0.020427899,0.307184788,-0.447352896,353,15.36230602,1,3.235371694,R2030,2.Oth,2.1,2.1 (d),2.1 (d) (ii),0.001746473,0.001746473,0.001746473,0.001746473,2.1(d)(i),Yes
ZAG000151853,LBK29CI,Land & Agricultural Dev Bank of SA 9.715% 07062026,2572218.55,2563122.41,0.000856764,0.000856764,2026/06/07,R186,400,9.955,9.955,2.140370379,2.583561644,SOE,SOE,LANDBANK,LANDBANK,Corp Senior Unsecured,1,0.020427899,0.307184788,-0.87690808,160.5,15.14752843,1,2.140370379,R186,2.Oth,2.1,2.1 (d),2.1 (d) (ii),0.001746473,0.001746473,0.001746473,0.001746473,2.1(d)(i),Yes
